Datum eerste afgifte Nederland,Benzine,Diesel,Elektriciteit,LPG,Alcohol,CNG
1907-07-08,1.0,0.0,0.0,0.0,0.0,0.0
1914-06-08,2.0,0.0,0.0,0.0,0.0,0.0
1914-09-05,3.0,0.0,0.0,0.0,0.0,0.0
1921-02-05,0.0,0.0,1.0,0.0,0.0,0.0
1925-04-23,4.0,0.0,0.0,0.0,0.0,0.0
1925-06-30,5.0,0.0,0.0,0.0,0.0,0.0
1927-06-30,6.0,0.0,0.0,0.0,0.0,0.0
1928-06-30,7.0,0.0,0.0,0.0,0.0,0.0
1928-07-31,8.0,0.0,0.0,0.0,0.0,0.0
1931-06-30,9.5,0.0,0.0,0.0,0.0,0.0
1935-06-30,11.0,0.0,0.0,0.0,0.0,0.0
1936-06-30,12.0,0.0,0.0,0.0,0.0,0.0
1937-09-01,13.0,0.0,0.0,0.0,0.0,0.0
1940-06-23,14.0,0.0,0.0,0.0,0.0,0.0
1940-06-30,15.0,0.0,0.0,0.0,0.0,0.0
1945-02-28,16.0,0.0,0.0,0.0,0.0,0.0
1945-06-09,17.0,0.0,0.0,0.0,0.0,0.0
1945-06-30,18.0,0.0,0.0,0.0,0.0,0.0
1946-09-24,19.0,0.0,0.0,0.0,0.0,0.0
1947-02-01,20.0,0.0,0.0,0.0,0.0,0.0
1948-02-02,21.0,0.0,0.0,0.0,0.0,0.0
1948-06-24,22.0,0.0,0.0,0.0,0.0,0.0
1948-06-30,24.0,0.0,0.0,0.0,0.0,0.0
1949-01-31,26.0,0.0,0.0,0.0,0.0,0.0
1950-04-06,27.0,0.0,0.0,0.0,0.0,0.0
1950-07-29,28.0,0.0,0.0,0.0,0.0,0.0
1951-01-17,29.0,0.0,0.0,0.0,0.0,0.0
1951-01-19,30.0,0.0,0.0,0.0,0.0,0.0
1951-01-24,31.0,0.0,0.0,0.0,0.0,0.0
1951-01-26,32.0,0.0,0.0,0.0,0.0,0.0
1951-01-31,33.5,0.0,0.0,0.0,0.0,0.0
1951-02-16,0.0,1.0,0.0,0.0,0.0,0.0
1951-02-23,35.0,0.0,0.0,0.0,0.0,0.0
1951-02-26,36.0,0.0,0.0,0.0,0.0,0.0
1951-03-01,37.5,0.0,0.0,0.0,0.0,0.0
1951-03-06,39.0,0.0,0.0,0.0,0.0,0.0
1951-03-07,40.0,0.0,0.0,0.0,0.0,0.0
1951-03-10,41.0,0.0,0.0,0.0,0.0,0.0
1951-03-14,42.5,0.0,0.0,0.0,0.0,0.0
1951-03-28,44.0,0.0,0.0,0.0,0.0,0.0
1951-03-29,45.0,0.0,0.0,0.0,0.0,0.0
1951-04-04,46.0,0.0,0.0,0.0,0.0,0.0
1951-04-18,47.0,0.0,0.0,0.0,0.0,0.0
1951-04-20,48.0,0.0,0.0,0.0,0.0,0.0
1951-04-21,49.0,0.0,0.0,0.0,0.0,0.0
1951-04-23,50.0,0.0,0.0,0.0,0.0,0.0
1951-04-24,51.0,0.0,0.0,0.0,0.0,0.0
1951-05-05,52.5,0.0,0.0,0.0,0.0,0.0
1951-05-09,54.0,0.0,0.0,0.0,0.0,0.0
1951-05-10,55.0,0.0,0.0,0.0,0.0,0.0
1951-05-16,56.0,0.0,0.0,0.0,0.0,0.0
1951-05-17,57.0,0.0,0.0,0.0,0.0,0.0
1951-06-01,58.0,0.0,0.0,0.0,0.0,0.0
1951-06-15,59.0,0.0,0.0,0.0,0.0,0.0
1951-06-22,60.0,0.0,0.0,0.0,0.0,0.0
1951-06-23,61.0,0.0,0.0,0.0,0.0,0.0
1951-06-25,62.0,0.0,0.0,0.0,0.0,0.0
1951-06-29,63.0,0.0,0.0,0.0,0.0,0.0
1951-06-30,65.5,0.0,0.0,0.0,0.0,0.0
1951-07-06,68.0,0.0,0.0,0.0,0.0,0.0
1951-07-12,69.0,0.0,0.0,0.0,0.0,0.0
1951-07-19,70.5,0.0,0.0,0.0,0.0,0.0
1951-07-20,72.0,0.0,0.0,0.0,0.0,0.0
1951-07-21,73.0,0.0,0.0,0.0,0.0,0.0
1951-07-25,74.0,0.0,0.0,0.0,0.0,0.0
1951-07-26,75.0,0.0,0.0,0.0,0.0,0.0
1951-07-28,76.0,0.0,0.0,0.0,0.0,0.0
1951-08-11,77.0,0.0,0.0,0.0,0.0,0.0
1951-08-20,78.0,0.0,0.0,0.0,0.0,0.0
1951-08-23,79.0,0.0,0.0,0.0,0.0,0.0
1951-08-27,80.0,0.0,0.0,0.0,0.0,0.0
1951-08-30,81.0,0.0,0.0,0.0,0.0,0.0
1951-09-13,82.0,0.0,0.0,0.0,0.0,0.0
1951-09-15,83.0,0.0,0.0,0.0,0.0,0.0
1951-09-18,84.0,0.0,0.0,0.0,0.0,0.0
1951-09-26,85.0,0.0,0.0,0.0,0.0,0.0
1951-10-06,86.0,0.0,0.0,0.0,0.0,0.0
1951-10-09,87.0,0.0,0.0,0.0,0.0,0.0
1951-10-12,88.0,0.0,0.0,0.0,0.0,0.0
1951-10-17,89.0,0.0,0.0,0.0,0.0,0.0
1951-11-05,90.0,0.0,0.0,0.0,0.0,0.0
1951-11-07,91.0,0.0,0.0,0.0,0.0,0.0
1951-11-16,92.0,0.0,0.0,0.0,0.0,0.0
1951-11-20,93.0,0.0,0.0,0.0,0.0,0.0
1951-11-22,94.0,0.0,0.0,0.0,0.0,0.0
1951-11-23,95.0,0.0,0.0,0.0,0.0,0.0
1951-11-26,96.0,0.0,0.0,0.0,0.0,0.0
1951-12-06,97.0,0.0,0.0,0.0,0.0,0.0
1951-12-07,98.0,0.0,0.0,0.0,0.0,0.0
1952-01-07,99.0,0.0,0.0,0.0,0.0,0.0
1952-01-11,100.0,0.0,0.0,0.0,0.0,0.0
1952-01-12,101.0,0.0,0.0,0.0,0.0,0.0
1952-01-15,102.0,0.0,0.0,0.0,0.0,0.0
1952-01-16,103.0,0.0,0.0,0.0,0.0,0.0
1952-02-05,104.0,0.0,0.0,0.0,0.0,0.0
1952-02-12,105.0,0.0,0.0,0.0,0.0,0.0
1952-02-19,106.0,0.0,0.0,0.0,0.0,0.0
1952-02-20,107.0,0.0,0.0,0.0,0.0,0.0
1952-02-26,108.0,0.0,0.0,0.0,0.0,0.0
1952-02-29,109.0,0.0,0.0,0.0,0.0,0.0
1952-03-04,110.5,0.0,0.0,0.0,0.0,0.0
1952-03-12,112.0,0.0,0.0,0.0,0.0,0.0
1952-03-14,113.0,0.0,0.0,0.0,0.0,0.0
1952-03-18,114.0,0.0,0.0,0.0,0.0,0.0
1952-03-19,115.0,0.0,0.0,0.0,0.0,0.0
1952-03-21,116.5,0.0,0.0,0.0,0.0,0.0
1952-03-25,119.0,0.0,0.0,0.0,0.0,0.0
1952-03-27,121.5,0.0,0.0,0.0,0.0,0.0
1952-04-03,123.0,0.0,0.0,0.0,0.0,0.0
1952-04-10,124.0,0.0,0.0,0.0,0.0,0.0
1952-04-16,125.0,0.0,0.0,0.0,0.0,0.0
1952-04-18,126.0,0.0,0.0,0.0,0.0,0.0
1952-04-24,127.0,0.0,0.0,0.0,0.0,0.0
1952-04-28,128.0,0.0,0.0,0.0,0.0,0.0
1952-05-01,129.0,0.0,0.0,0.0,0.0,0.0
1952-05-02,130.5,0.0,0.0,0.0,0.0,0.0
1952-05-14,0.0,2.0,0.0,0.0,0.0,0.0
1952-05-19,132.0,0.0,0.0,0.0,0.0,0.0
1952-05-20,133.0,0.0,0.0,0.0,0.0,0.0
1952-05-23,134.0,0.0,0.0,0.0,0.0,0.0
1952-05-26,135.0,0.0,0.0,0.0,0.0,0.0
1952-05-27,136.5,0.0,0.0,0.0,0.0,0.0
1952-05-31,138.0,0.0,0.0,0.0,0.0,0.0
1952-06-05,139.0,0.0,0.0,0.0,0.0,0.0
1952-06-16,140.0,0.0,0.0,0.0,0.0,0.0
1952-06-18,141.0,0.0,0.0,0.0,0.0,0.0
1952-06-23,142.0,0.0,0.0,0.0,0.0,0.0
1952-06-24,143.0,0.0,0.0,0.0,0.0,0.0
1952-06-30,145.0,0.0,0.0,0.0,0.0,0.0
1952-07-01,147.0,0.0,0.0,0.0,0.0,0.0
1952-07-03,148.0,0.0,0.0,0.0,0.0,0.0
1952-07-04,149.5,0.0,0.0,0.0,0.0,0.0
1952-07-06,151.0,0.0,0.0,0.0,0.0,0.0
1952-07-11,152.0,0.0,0.0,0.0,0.0,0.0
1952-07-22,153.5,0.0,0.0,0.0,0.0,0.0
1952-07-24,155.0,0.0,0.0,0.0,0.0,0.0
1952-07-26,156.0,0.0,0.0,0.0,0.0,0.0
1952-07-28,157.0,0.0,0.0,0.0,0.0,0.0
1952-07-30,158.5,0.0,0.0,0.0,0.0,0.0
1952-08-01,160.0,3.0,0.0,0.0,0.0,0.0
1952-08-05,161.0,0.0,0.0,0.0,0.0,0.0
1952-08-07,162.5,0.0,0.0,0.0,0.0,0.0
1952-08-13,0.0,4.0,0.0,0.0,0.0,0.0
1952-08-14,164.0,0.0,0.0,0.0,0.0,0.0
1952-08-26,165.0,0.0,0.0,1.0,0.0,0.0
1952-08-29,166.5,0.0,0.0,0.0,0.0,0.0
1952-09-02,168.0,0.0,0.0,0.0,0.0,0.0
1952-09-03,169.0,0.0,0.0,0.0,0.0,0.0
1952-09-04,170.0,0.0,0.0,0.0,0.0,0.0
1952-09-05,171.0,0.0,0.0,0.0,0.0,0.0
1952-09-23,172.5,0.0,0.0,0.0,0.0,0.0
1952-09-27,174.0,0.0,0.0,0.0,0.0,0.0
1952-09-29,175.5,0.0,0.0,0.0,0.0,0.0
1952-09-30,177.0,0.0,0.0,0.0,0.0,0.0
1952-10-08,178.0,7.5,0.0,0.0,0.0,0.0
1952-10-18,179.0,0.0,0.0,0.0,0.0,0.0
1952-10-22,180.0,0.0,0.0,0.0,0.0,0.0
1952-10-24,181.0,0.0,0.0,0.0,0.0,0.0
1952-10-25,182.0,0.0,0.0,0.0,0.0,0.0
1952-10-28,183.0,0.0,0.0,0.0,0.0,0.0
1952-10-29,184.0,0.0,0.0,0.0,0.0,0.0
1952-10-31,185.5,0.0,0.0,0.0,0.0,0.0
1952-11-05,187.5,11.0,0.0,0.0,0.0,0.0
1952-11-18,189.0,0.0,0.0,0.0,0.0,0.0
1952-11-21,190.5,0.0,0.0,0.0,0.0,0.0
1952-11-22,192.5,0.0,0.0,0.0,0.0,0.0
1952-11-26,194.0,0.0,0.0,0.0,0.0,0.0
1952-12-04,195.0,0.0,0.0,0.0,0.0,0.0
1952-12-05,196.5,0.0,0.0,0.0,0.0,0.0
1952-12-08,198.0,0.0,0.0,0.0,0.0,0.0
1952-12-09,199.0,0.0,0.0,0.0,0.0,0.0
1952-12-10,200.0,0.0,0.0,0.0,0.0,0.0
1952-12-12,201.0,0.0,0.0,0.0,0.0,0.0
1952-12-15,202.0,0.0,0.0,0.0,0.0,0.0
1952-12-16,203.0,0.0,0.0,0.0,0.0,0.0
1952-12-18,204.5,0.0,0.0,0.0,0.0,0.0
1952-12-19,207.0,0.0,0.0,0.0,0.0,0.0
1952-12-20,209.5,0.0,0.0,0.0,0.0,0.0
1952-12-24,211.0,0.0,0.0,0.0,0.0,0.0
1952-12-29,212.5,0.0,0.0,0.0,0.0,0.0
1952-12-30,214.0,0.0,0.0,0.0,0.0,0.0
1953-01-02,215.0,0.0,0.0,0.0,0.0,0.0
1953-01-03,216.0,0.0,0.0,0.0,0.0,0.0
1953-01-06,217.0,0.0,0.0,0.0,0.0,0.0
1953-01-12,218.0,0.0,0.0,0.0,0.0,0.0
1953-01-13,219.0,0.0,0.0,0.0,0.0,0.0
1953-01-14,221.0,0.0,0.0,0.0,0.0,0.0
1953-01-16,224.0,0.0,0.0,0.0,0.0,0.0
1953-01-17,226.0,0.0,0.0,0.0,0.0,0.0
1953-01-20,227.0,0.0,0.0,0.0,0.0,0.0
1953-01-21,228.0,0.0,0.0,0.0,0.0,0.0
1953-01-22,229.0,0.0,0.0,0.0,0.0,0.0
1953-01-24,230.0,0.0,0.0,0.0,0.0,0.0
1953-01-29,231.5,0.0,0.0,0.0,0.0,0.0
1953-01-31,233.0,0.0,0.0,0.0,0.0,0.0
1953-02-03,234.0,0.0,0.0,0.0,0.0,0.0
1953-02-11,235.0,0.0,0.0,0.0,0.0,0.0
1953-02-13,236.0,0.0,0.0,0.0,0.0,0.0
1953-02-17,237.5,0.0,0.0,0.0,0.0,0.0
1953-02-19,239.0,0.0,0.0,0.0,0.0,0.0
1953-02-23,240.5,0.0,0.0,0.0,0.0,0.0
1953-02-25,243.0,0.0,0.0,0.0,0.0,0.0
1953-02-26,245.0,0.0,0.0,0.0,0.0,0.0
1953-02-27,246.0,0.0,0.0,0.0,0.0,0.0
1953-02-28,248.0,0.0,0.0,0.0,0.0,0.0
1953-03-03,250.0,0.0,0.0,0.0,0.0,0.0
1953-03-04,251.0,0.0,0.0,0.0,0.0,0.0
1953-03-05,0.0,12.0,0.0,0.0,0.0,0.0
1953-03-06,252.5,0.0,0.0,0.0,0.0,0.0
1953-03-07,255.0,0.0,0.0,0.0,0.0,0.0
1953-03-12,257.0,0.0,0.0,0.0,0.0,0.0
1953-03-17,258.0,0.0,0.0,0.0,0.0,0.0
1953-03-18,259.5,0.0,0.0,0.0,0.0,0.0
1953-03-19,261.5,0.0,0.0,0.0,0.0,0.0
1953-03-20,263.0,0.0,0.0,0.0,0.0,0.0
1953-03-21,264.0,0.0,0.0,0.0,0.0,0.0
1953-03-26,265.0,0.0,0.0,0.0,0.0,0.0
1953-03-28,266.0,0.0,0.0,0.0,0.0,0.0
1953-03-31,267.5,0.0,0.0,0.0,0.0,0.0
1953-04-02,269.0,0.0,0.0,0.0,0.0,0.0
1953-04-07,270.0,0.0,0.0,0.0,0.0,0.0
1953-04-08,271.0,0.0,0.0,0.0,0.0,0.0
1953-04-09,273.0,0.0,0.0,0.0,0.0,0.0
1953-04-14,275.0,0.0,0.0,0.0,0.0,0.0
1953-04-17,276.5,0.0,0.0,0.0,0.0,0.0
1953-04-20,278.0,0.0,0.0,0.0,0.0,0.0
1953-04-22,279.5,0.0,0.0,0.0,0.0,0.0
1953-04-26,281.0,0.0,0.0,0.0,0.0,0.0
1953-04-27,283.0,0.0,0.0,0.0,0.0,0.0
1953-04-28,286.5,0.0,0.0,0.0,0.0,0.0
1953-05-01,289.0,0.0,0.0,0.0,0.0,0.0
1953-05-05,290.0,0.0,0.0,0.0,0.0,0.0
1953-05-07,291.0,0.0,0.0,0.0,0.0,0.0
1953-05-11,292.0,0.0,0.0,0.0,0.0,0.0
1953-05-13,293.5,0.0,0.0,0.0,0.0,0.0
1953-05-18,295.0,0.0,0.0,0.0,0.0,0.0
1953-05-19,296.0,0.0,0.0,0.0,0.0,0.0
1953-05-20,297.5,0.0,0.0,0.0,0.0,0.0
1953-05-21,299.0,0.0,0.0,0.0,0.0,0.0
1953-05-22,300.5,0.0,0.0,0.0,0.0,0.0
1953-05-23,302.5,0.0,0.0,0.0,0.0,0.0
1953-05-27,304.5,0.0,0.0,0.0,0.0,0.0
1953-05-28,306.5,0.0,0.0,0.0,0.0,0.0
1953-05-30,309.5,0.0,0.0,0.0,0.0,0.0
1953-06-01,312.0,0.0,0.0,0.0,0.0,0.0
1953-06-03,313.0,0.0,0.0,0.0,0.0,0.0
1953-06-05,314.5,0.0,0.0,0.0,0.0,0.0
1953-06-09,316.0,0.0,0.0,0.0,0.0,0.0
1953-06-10,317.0,0.0,0.0,0.0,0.0,0.0
1953-06-11,318.0,0.0,0.0,0.0,0.0,0.0
1953-06-12,320.0,0.0,0.0,0.0,0.0,0.0
1953-06-13,322.0,0.0,0.0,0.0,0.0,0.0
1953-06-17,323.5,0.0,0.0,0.0,0.0,0.0
1953-06-22,325.5,0.0,0.0,0.0,0.0,0.0
1953-06-23,327.0,0.0,0.0,0.0,0.0,0.0
1953-06-24,328.0,0.0,0.0,0.0,0.0,0.0
1953-06-26,0.0,13.0,0.0,0.0,0.0,0.0
1953-06-27,329.0,0.0,0.0,0.0,0.0,0.0
1953-06-29,330.0,0.0,0.0,0.0,0.0,0.0
1953-06-30,331.5,0.0,0.0,0.0,0.0,0.0
1953-07-02,334.0,0.0,0.0,0.0,0.0,0.0
1953-07-06,336.0,0.0,0.0,0.0,0.0,0.0
1953-07-08,337.5,0.0,0.0,0.0,0.0,0.0
1953-07-13,339.0,0.0,0.0,0.0,0.0,0.0
1953-07-14,340.0,0.0,0.0,0.0,0.0,0.0
1953-07-21,341.0,0.0,0.0,0.0,0.0,0.0
1953-07-22,342.5,0.0,0.0,0.0,0.0,0.0
1953-07-23,344.0,0.0,0.0,0.0,0.0,0.0
1953-07-27,345.0,0.0,0.0,0.0,0.0,0.0
1953-07-29,346.0,0.0,0.0,0.0,0.0,0.0
1953-07-30,347.0,0.0,0.0,0.0,0.0,0.0
1953-08-04,348.0,0.0,0.0,0.0,0.0,0.0
1953-08-07,349.0,0.0,0.0,0.0,0.0,0.0
1953-08-11,350.0,0.0,0.0,0.0,0.0,0.0
1953-08-12,351.0,0.0,0.0,0.0,0.0,0.0
1953-08-13,352.0,0.0,0.0,0.0,0.0,0.0
1953-08-14,353.5,0.0,0.0,0.0,0.0,0.0
1953-08-17,355.5,0.0,0.0,0.0,0.0,0.0
1953-08-18,357.0,0.0,0.0,0.0,0.0,0.0
1953-08-20,358.0,0.0,0.0,0.0,0.0,0.0
1953-08-21,359.5,0.0,0.0,0.0,0.0,0.0
1953-08-25,361.0,0.0,0.0,0.0,0.0,0.0
1953-08-28,362.0,0.0,0.0,0.0,0.0,0.0
1953-08-31,363.0,0.0,0.0,0.0,0.0,0.0
1953-09-04,364.0,0.0,0.0,0.0,0.0,0.0
1953-09-05,365.0,0.0,0.0,0.0,0.0,0.0
1953-09-08,367.0,0.0,0.0,0.0,0.0,0.0
1953-09-09,369.0,0.0,0.0,0.0,0.0,0.0
1953-09-10,370.0,0.0,0.0,0.0,0.0,0.0
1953-09-11,371.0,0.0,0.0,0.0,0.0,0.0
1953-09-16,372.0,0.0,0.0,0.0,0.0,0.0
1953-09-17,373.5,0.0,0.0,0.0,0.0,0.0
1953-09-19,375.0,0.0,0.0,0.0,0.0,0.0
1953-09-23,376.0,0.0,0.0,0.0,0.0,0.0
1953-10-03,377.5,0.0,0.0,0.0,0.0,0.0
1953-10-06,379.0,0.0,0.0,0.0,0.0,0.0
1953-10-07,380.0,0.0,0.0,0.0,0.0,0.0
1953-10-09,381.0,0.0,0.0,0.0,0.0,0.0
1953-10-10,382.0,0.0,0.0,0.0,0.0,0.0
1953-10-15,383.0,0.0,0.0,0.0,0.0,0.0
1953-10-16,384.0,0.0,0.0,0.0,0.0,0.0
1953-10-17,385.5,0.0,0.0,0.0,0.0,0.0
1953-10-21,387.0,0.0,0.0,0.0,0.0,0.0
1953-10-23,388.0,0.0,0.0,2.0,0.0,0.0
1953-10-24,389.0,0.0,0.0,0.0,0.0,0.0
1953-10-27,390.0,0.0,0.0,0.0,0.0,0.0
1953-10-28,391.0,0.0,0.0,0.0,0.0,0.0
1953-11-02,392.0,0.0,0.0,0.0,0.0,0.0
1953-11-03,393.5,0.0,0.0,0.0,0.0,0.0
1953-11-04,396.0,0.0,0.0,0.0,0.0,0.0
1953-11-07,398.0,0.0,0.0,0.0,0.0,0.0
1953-11-09,399.0,0.0,0.0,0.0,0.0,0.0
1953-11-10,400.5,0.0,0.0,0.0,0.0,0.0
1953-11-11,403.0,0.0,0.0,0.0,0.0,0.0
1953-11-14,405.0,0.0,0.0,0.0,0.0,0.0
1953-11-16,406.0,0.0,0.0,0.0,0.0,0.0
1953-11-18,407.0,0.0,0.0,0.0,0.0,0.0
1953-11-20,408.0,0.0,0.0,0.0,0.0,0.0
1953-11-21,409.0,0.0,0.0,0.0,0.0,0.0
1953-11-22,410.0,0.0,0.0,0.0,0.0,0.0
1953-11-24,411.0,0.0,0.0,0.0,0.0,0.0
1953-11-26,413.0,0.0,0.0,0.0,0.0,0.0
1953-11-27,415.0,0.0,0.0,0.0,0.0,0.0
1953-12-05,416.5,0.0,0.0,0.0,0.0,0.0
1953-12-08,418.0,0.0,0.0,0.0,0.0,0.0
1953-12-10,419.0,0.0,0.0,0.0,0.0,0.0
1953-12-11,420.0,0.0,0.0,0.0,0.0,0.0
1953-12-12,421.5,0.0,0.0,0.0,0.0,0.0
1953-12-15,424.0,0.0,0.0,0.0,0.0,0.0
1953-12-21,426.0,0.0,0.0,0.0,0.0,0.0
1953-12-29,427.0,0.0,0.0,0.0,0.0,0.0
1953-12-30,429.0,0.0,0.0,0.0,0.0,0.0
1954-01-04,431.5,0.0,0.0,0.0,0.0,0.0
1954-01-05,433.0,0.0,0.0,0.0,0.0,0.0
1954-01-07,434.5,0.0,0.0,0.0,0.0,0.0
1954-01-14,436.0,0.0,0.0,0.0,0.0,0.0
1954-01-16,437.0,0.0,0.0,0.0,0.0,0.0
1954-01-19,438.0,0.0,0.0,0.0,0.0,0.0
1954-01-21,439.0,0.0,0.0,0.0,0.0,0.0
1954-01-26,440.0,0.0,0.0,0.0,0.0,0.0
1954-01-28,441.5,0.0,0.0,0.0,0.0,0.0
1954-01-30,443.0,0.0,0.0,0.0,0.0,0.0
1954-02-03,444.0,0.0,0.0,0.0,0.0,0.0
1954-02-04,445.0,0.0,0.0,0.0,0.0,0.0
1954-02-08,446.0,0.0,0.0,0.0,0.0,0.0
1954-02-09,447.0,0.0,0.0,0.0,0.0,0.0
1954-02-10,449.0,0.0,0.0,0.0,0.0,0.0
1954-02-15,451.0,0.0,0.0,0.0,0.0,0.0
1954-02-17,452.5,0.0,0.0,0.0,0.0,0.0
1954-02-18,455.0,0.0,0.0,0.0,0.0,0.0
1954-02-20,457.0,0.0,0.0,0.0,0.0,0.0
1954-02-23,458.5,0.0,0.0,0.0,0.0,0.0
1954-02-24,460.0,0.0,0.0,0.0,0.0,0.0
1954-02-25,462.0,0.0,0.0,0.0,0.0,0.0
1954-02-26,464.0,0.0,0.0,0.0,0.0,0.0
1954-03-03,465.5,0.0,0.0,0.0,0.0,0.0
1954-03-05,467.0,0.0,0.0,0.0,0.0,0.0
1954-03-06,468.0,0.0,0.0,0.0,0.0,0.0
1954-03-09,469.0,0.0,0.0,0.0,0.0,0.0
1954-03-11,470.0,0.0,0.0,0.0,0.0,0.0
1954-03-12,471.0,0.0,0.0,0.0,0.0,0.0
1954-03-13,472.0,0.0,0.0,0.0,0.0,0.0
1954-03-16,473.0,0.0,0.0,0.0,0.0,0.0
1954-03-17,475.5,14.0,0.0,0.0,0.0,0.0
1954-03-18,478.5,0.0,0.0,0.0,0.0,0.0
1954-03-19,480.5,0.0,0.0,0.0,0.0,0.0
1954-03-23,482.5,0.0,0.0,0.0,0.0,0.0
1954-03-24,484.5,0.0,0.0,0.0,0.0,0.0
1954-03-26,486.0,0.0,0.0,0.0,0.0,0.0
1954-03-29,488.0,0.0,0.0,0.0,0.0,0.0
1954-03-30,490.0,0.0,0.0,0.0,0.0,0.0
1954-04-01,491.5,0.0,0.0,0.0,0.0,0.0
1954-04-03,493.5,15.0,0.0,0.0,0.0,0.0
1954-04-06,496.0,0.0,0.0,0.0,0.0,0.0
1954-04-07,498.5,0.0,0.0,0.0,0.0,0.0
1954-04-08,500.0,0.0,0.0,0.0,0.0,0.0
1954-04-09,501.5,0.0,0.0,0.0,0.0,0.0
1954-04-11,503.0,0.0,0.0,0.0,0.0,0.0
1954-04-12,504.0,0.0,0.0,0.0,0.0,0.0
1954-04-13,505.0,0.0,0.0,0.0,0.0,0.0
1954-04-14,506.5,0.0,0.0,0.0,0.0,0.0
1954-04-15,508.0,0.0,0.0,0.0,0.0,0.0
1954-04-21,509.0,0.0,0.0,0.0,0.0,0.0
1954-04-22,510.0,0.0,0.0,0.0,0.0,0.0
1954-04-23,512.0,0.0,0.0,0.0,0.0,0.0
1954-04-24,514.5,0.0,0.0,0.0,0.0,0.0
1954-04-27,516.5,0.0,0.0,0.0,0.0,0.0
1954-04-28,519.0,0.0,0.0,0.0,0.0,0.0
1954-05-03,521.0,0.0,0.0,0.0,0.0,0.0
1954-05-04,522.0,0.0,0.0,0.0,0.0,0.0
1954-05-05,523.5,0.0,0.0,0.0,0.0,0.0
1954-05-08,525.0,0.0,0.0,0.0,0.0,0.0
1954-05-10,526.0,0.0,0.0,0.0,0.0,0.0
1954-05-11,527.0,0.0,0.0,0.0,0.0,0.0
1954-05-13,528.0,0.0,0.0,0.0,0.0,0.0
1954-05-15,529.0,0.0,0.0,0.0,0.0,0.0
1954-05-18,530.0,0.0,0.0,0.0,0.0,0.0
1954-05-19,531.0,0.0,0.0,0.0,0.0,0.0
1954-05-20,532.5,0.0,0.0,0.0,0.0,0.0
1954-05-22,535.0,0.0,0.0,0.0,0.0,0.0
1954-05-23,0.0,16.0,0.0,0.0,0.0,0.0
1954-05-25,537.0,0.0,0.0,0.0,0.0,0.0
1954-05-28,539.0,0.0,0.0,0.0,0.0,0.0
1954-05-29,541.0,0.0,0.0,0.0,0.0,0.0
1954-06-01,542.0,0.0,0.0,0.0,0.0,0.0
1954-06-03,543.0,0.0,0.0,0.0,0.0,0.0
1954-06-04,544.5,0.0,0.0,0.0,0.0,0.0
1954-06-05,546.0,0.0,0.0,0.0,0.0,0.0
1954-06-09,548.5,0.0,0.0,0.0,0.0,0.0
1954-06-10,551.5,0.0,0.0,0.0,0.0,0.0
1954-06-12,554.0,0.0,0.0,0.0,0.0,0.0
1954-06-14,556.5,0.0,0.0,0.0,0.0,0.0
1954-06-16,558.5,0.0,0.0,0.0,0.0,0.0
1954-06-19,560.0,0.0,0.0,0.0,0.0,0.0
1954-06-21,561.5,0.0,0.0,0.0,0.0,0.0
1954-06-22,564.0,0.0,0.0,0.0,0.0,0.0
1954-06-24,567.0,0.0,0.0,0.0,0.0,0.0
1954-06-25,571.0,0.0,0.0,0.0,0.0,0.0
1954-06-26,574.0,0.0,0.0,0.0,0.0,0.0
1954-06-29,575.0,0.0,0.0,0.0,0.0,0.0
1954-06-30,576.5,0.0,0.0,3.0,0.0,0.0
1954-07-03,578.0,0.0,0.0,0.0,0.0,0.0
1954-07-07,579.0,0.0,0.0,0.0,0.0,0.0
1954-07-08,580.0,0.0,0.0,0.0,0.0,0.0
1954-07-10,582.0,0.0,0.0,0.0,0.0,0.0
1954-07-13,584.5,0.0,0.0,0.0,0.0,0.0
1954-07-14,586.0,0.0,0.0,0.0,0.0,0.0
1954-07-15,587.0,0.0,0.0,0.0,0.0,0.0
1954-07-16,588.5,0.0,0.0,0.0,0.0,0.0
1954-07-17,591.0,0.0,0.0,0.0,0.0,0.0
1954-07-19,593.0,0.0,0.0,0.0,0.0,0.0
1954-07-21,594.0,0.0,0.0,0.0,0.0,0.0
1954-07-22,596.0,0.0,0.0,0.0,0.0,0.0
1954-07-24,598.5,0.0,0.0,0.0,0.0,0.0
1954-07-27,600.0,0.0,0.0,0.0,0.0,0.0
1954-07-28,601.0,0.0,0.0,0.0,0.0,0.0
1954-07-29,605.0,0.0,0.0,0.0,0.0,0.0
1954-07-31,609.5,0.0,0.0,0.0,0.0,0.0
1954-08-03,611.0,0.0,0.0,0.0,0.0,0.0
1954-08-07,612.0,0.0,0.0,0.0,0.0,0.0
1954-08-12,613.0,0.0,0.0,0.0,0.0,0.0
1954-08-14,614.0,0.0,0.0,0.0,0.0,0.0
1954-08-16,615.0,0.0,0.0,0.0,0.0,0.0
1954-08-19,616.0,0.0,0.0,0.0,0.0,0.0
1954-08-20,617.0,0.0,0.0,0.0,0.0,0.0
1954-08-23,618.5,0.0,0.0,0.0,0.0,0.0
1954-08-24,620.5,0.0,0.0,0.0,0.0,0.0
1954-08-25,622.5,0.0,0.0,0.0,0.0,0.0
1954-08-27,624.5,0.0,0.0,0.0,0.0,0.0
1954-09-01,626.0,0.0,0.0,0.0,0.0,0.0
